architecture_type,repository_name,experiment_batch_id,run_index,workflow_run_id,workflow_attempt,tool_name,platform,viewport,metric_category,metric_name,metric_value,metric_unit,source_file,generated_at
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,maintainability,cyclomatic_complexity_if_available,NOT_AVAILABLE,count,no static-analysis tool available in baseline,2026-05-29T06:20:22.003Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,maintainability,duplicated_code_percentage,18.57,percent,src+scripts TS; normalized-line proxy (dup_loc/counted_lines),2026-05-29T06:20:22.003Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,maintainability,duplicated_loc,1216,count,src+scripts TS; normalized-line proxy,2026-05-29T06:20:22.003Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,maintainability,failure_bucket_coverage_percentage,7.14,percent,1/14 buckets referenced (failure_buckets.csv + tool-events),2026-05-29T06:20:22.003Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,maintainability,files_touched_per_change,NOT_AVAILABLE,count,not meaningful with 1 commit(s); needs >=2 commits,2026-05-29T06:20:22.003Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,maintainability,max_file_size_loc,434,loc,src+scripts TS over 89 files,2026-05-29T06:20:22.003Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,maintainability,telemetry_completeness_percentage,100,percent,6/6 records have all required fields,2026-05-29T06:20:22.003Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,adapter_files_modified,NOT_AVAILABLE,count,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,change_impact_score,NOT_AVAILABLE,score,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,configuration_files_modified,NOT_AVAILABLE,count,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,core_files_modified,NOT_AVAILABLE,count,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,execution_layer_files_modified,NOT_AVAILABLE,count,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,loc_added,NOT_AVAILABLE,loc,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,loc_deleted,NOT_AVAILABLE,loc,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,loc_modified,NOT_AVAILABLE,loc,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,modifiability,reporting_files_modified,NOT_AVAILABLE,count,no baseline git diff available (single-commit repo) (GTAA_DIFF_BASE unset),2026-05-29T06:20:22.832Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,artifacts_uploaded,0,boolean,results/ | visual-results/ | target/gatling (CI: uploaded artifacts),2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,classified_failure_percentage,100,percent,tool-events/*.jsonl,2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,logs_uploaded,0,boolean,logs/ (CI: uploaded artifacts),2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,missing_failure_bucket_count,0,count,tool-events/*.jsonl,2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,missing_run_manifest_count,0,count,tool-events/*.jsonl + run-manifest/*.json,2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,missing_scenario_duration_count,0,count,tool-events/*.jsonl,2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,processed_metrics_uploaded,1,boolean,metrics/processed (CI: uploaded artifacts),2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,raw_metrics_uploaded,1,boolean,metrics/raw (CI: uploaded artifacts),2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,telemetry_completeness_percentage,100,percent,tool-events/*.jsonl,2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,telemetry_event_count,6,count,tool-events/*.jsonl,2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,observability,unclassified_failure_percentage,0,percent,tool-events/*.jsonl,2026-05-29T06:20:26.495Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,action_duration_ms,NOT_AVAILABLE,ms,tool-events/*.jsonl (no action-level data),2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,grpc_or_ipc_latency_ms,NOT_AVAILABLE,ms,not applicable - layered architecture has no such overhead,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,job_duration_ms,NOT_AVAILABLE,ms,run-manifest/*.json (not recorded outside CI),2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,p50_scenario_duration_ms,1860,ms,scenario_outcome_history.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,android,ALL,performance_efficiency,p50_scenario_duration_ms,2637.5,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,desktop,ALL,performance_efficiency,p50_scenario_duration_ms,1225,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,responsive,ALL,performance_efficiency,p50_scenario_duration_ms,1860,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,p95_scenario_duration_ms,2656.25,ms,scenario_outcome_history.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,android,ALL,performance_efficiency,p95_scenario_duration_ms,2671.25,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,desktop,ALL,performance_efficiency,p95_scenario_duration_ms,1247.5,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,responsive,ALL,performance_efficiency,p95_scenario_duration_ms,1914,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,p99_scenario_duration_ms,2671.25,ms,scenario_outcome_history.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,android,ALL,performance_efficiency,p99_scenario_duration_ms,2674.25,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,desktop,ALL,performance_efficiency,p99_scenario_duration_ms,1249.5,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,responsive,ALL,performance_efficiency,p99_scenario_duration_ms,1918.8,ms,platform_durations.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,plugin_action_duration_ms,NOT_AVAILABLE,ms,not applicable - layered architecture has no such overhead,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,proxy_overhead_ms,NOT_AVAILABLE,ms,not applicable - layered architecture has no such overhead,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,scenario_duration_ms,1907.5,ms,scenario_outcome_history.csv,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,step_duration_ms,NOT_AVAILABLE,ms,tool-events/*.jsonl (no step-level durations),2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,telemetry_processing_duration_ms,NOT_AVAILABLE,ms,not measured,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,tool_startup_duration_ms,NOT_AVAILABLE,ms,not measured,2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,performance_efficiency,workflow_duration_ms,NOT_AVAILABLE,ms,run-manifest/*.json (not recorded outside CI),2026-05-29T06:20:25.751Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,portability,environment_specific_config_count,31,count,.env.example | method=count of KEY= configuration entries (environment config surface),2026-05-29T06:20:27.172Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,portability,failed_tool_count,0,count,"metrics/processed/{api_isolated_results,visual_comparison_results,performance_summary}.csv | tools with results but no PASS: none",2026-05-29T06:20:27.172Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,portability,platform_coverage_percentage,64.94,percent,metrics/processed/platform_coverage_matrix.csv | truthy_cells=100 / expected=(scenarios=22 x 7 dims)=154,2026-05-29T06:20:27.172Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,portability,platform_specific_code_count,3,count,"src/gtaa/test-execution/appium/* U src/**/*{android,ios}* | method=files under appium executor dir plus any file whose name encodes android/ios",2026-05-29T06:20:27.172Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,portability,platform_specific_locator_count,89,count,src/gtaa/test-generation/contracts/locators/*.json | method=leaf locators with >1 platform variant (web/mobile/android/ios/desktop/responsive); of 155 total locators,2026-05-29T06:20:27.172Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,portability,successful_platform_matrix_percentage,NOT_AVAILABLE,percent,metrics/processed result CSVs | result rows are not keyed to scenario x tool matrix cells; per-cell success rate not computable,2026-05-29T06:20:27.172Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,portability,successful_tool_count,3,count,"metrics/processed/{api_isolated_results,visual_comparison_results,performance_summary}.csv | tools with >=1 PASS: api+gatling+pixelmatch",2026-05-29T06:20:27.172Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,portability,supported_tool_count,6,count,"src/gtaa/test-execution/{playwright,appium(android+ios),api,gatling,pixelmatch} | method=executor presence; appium counts android+ios separately",2026-05-29T06:20:27.172Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,fail_rate,0.1667,ratio,scenario_outcome_history.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,fail_to_pass_probability,NOT_AVAILABLE,ratio,scenario_outcome_history.csv (no FAIL-origin transitions),2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:API_CONTRACT_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:API_RESPONSE_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:ASSERTION_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:DATA_SETUP_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:INFRASTRUCTURE_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:LOCATOR_RESOLUTION_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:MOBILE_SESSION_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:PERFORMANCE_THRESHOLD_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:TIMEOUT_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,responsive,ALL,reliability,failure_bucket_distribution:UI_ACTION_FAILURE,1,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:UNKNOWN_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:VISUAL_BASELINE_MISSING,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:VISUAL_DIFF_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,failure_bucket_distribution:WEB_SESSION_FAILURE,0,count,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,flaky_scenario_count,1,count,scenario_outcome_history.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,infrastructure_failure_rate,0,ratio,failure_buckets.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,pass_rate,0.8333,ratio,scenario_outcome_history.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,pass_to_fail_probability,0.3333,ratio,scenario_outcome_history.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reliability,retry_count,NOT_AVAILABLE,count,scenario_outcome_history.csv (no retry data in inputs),2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,ALL,ALL,reliability,tool_failure_rate,0.1667,ratio,scenario_outcome_history.csv,2026-05-29T06:20:25.075Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reusability,api_contract_reuse_count,6,count,src/gtaa/test-generation/contracts/api/*.json,2026-05-29T06:20:24.325Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reusability,feature_to_tool_coverage,0.7857,ratio,"platform_coverage_matrix.csv (executed=distinct (featureFile,toolColumn) covered pairs; expected=#featureFiles*7)",2026-05-29T06:20:24.325Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reusability,locator_contract_reuse_count,7,count,src/gtaa/test-generation/contracts/locators/*.json,2026-05-29T06:20:24.325Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reusability,scenario_reuse_ratio,0.9545,ratio,platform_coverage_matrix.csv,2026-05-29T06:20:24.325Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reusability,shared_contract_reuse_count,20,count,"src/gtaa/test-generation/contracts/{locators,api,visual}/*.json (total contract files, each shared across platforms)",2026-05-29T06:20:24.325Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reusability,shared_step_reuse_count,14,count,src/gtaa/test-generation/features/*.feature (distinct normalized steps in >1 scenario),2026-05-29T06:20:24.325Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reusability,test_data_reuse_count,2,count,src/gtaa/test-generation/test-data/* (top-level data files),2026-05-29T06:20:24.325Z
GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,ALL,ALL,ALL,reusability,visual_contract_reuse_count,7,count,src/gtaa/test-generation/contracts/visual/*.json,2026-05-29T06:20:24.325Z
